localword,tweetid,type
atandt park_0,"[[777378225294970880, 777615038454632454, 777625730402414592, 777628223773421568, 777628524823752704, 777630606419226625, 777633319987142656, 777653345095970816, 777664562837360640, 777666874494648321, 777668803371077632, 777676444239405056, 777679815507750912, 777690028919193600, 777693288761585664, 777364567697477633, 777367802739101696, 777726174550253568, 778383837571133441, 778442917690036224, 778796188191555584, 778796936920825856, 778828905834618880, 778830426378993664, 778843242838327296, 778844772949757952, 778845993957781504, 778859463046369280, 779087088180273152, 779088692782653445, 778809699374247936]]",topic 37
atandt stadium_1,"[[777382478105436160, 777383174884077568, 777516101748068352, 777517848163823616, 777536690256809984, 777554396699889664, 777367769872470016, 777373745069645824, 778004119227424768, 778057509126938625, 778102118586654720, 778217482402275328, 778256900924272640, 778282093092765696, 778385793794478082, 778746235477909504, 779061629870829569, 779115577042493441]]",topic 37
atandt stadium_1,"[[777382478105436160, 777383174884077568, 777516101748068352, 777517848163823616, 777536690256809984, 777554396699889664, 777367769872470016, 777373745069645824, 778004119227424768, 778057509126938625, 778102118586654720, 778217482402275328, 778256900924272640, 778282093092765696, 778385793794478082, 778746235477909504, 779061629870829569, 779115577042493441]]",topic 36
atl_11,"[[777448211787182080, 777505435515445248, 777511104175968257, 777643910172663812, 777833939620786176, 777872802711937024, 777879035799932928, 777960529352658944, 778007931434463232, 778366544535576576, 779051941657767936, 779066779628924928, 779088163272884224]]",topic 34
atl_11,"[[777448211787182080, 777505435515445248, 777511104175968257, 777643910172663812, 777833939620786176, 777872802711937024, 777879035799932928, 777960529352658944, 778007931434463232, 778366544535576576, 779051941657767936, 779066779628924928, 779088163272884224]]",topic 33
atl_17,"[[777411935025369090, 777508615930322944, 777515896835284996, 777518459135598592, 777538252802760708, 777539147187838976, 777546398598324224, 777555050126344193, 777569596962373632, 777570694238527488, 777581232553099264, 777581548522668033, 777590789903884288, 777608496514682880, 777608981443256320, 777636885657100288, 777637806348857345, 777651116058087425, 777651906793631744, 777655298005856262, 777673099927887872, 777685866059796480, 777775497531064320, 777836972048060416, 777864658535456768, 777871013115813888, 777903331469656066, 777927332023508992, 777948226691432448, 777982806257463297, 777986017315856384, 778006771940089856, 778009278363930624, 778013628268240896, 778013824016277504, 778016165960511492, 778038155392024576, 778044471724371968, 778058307143553025, 778072868580044800, 778152815374008320, 778194188475179013, 778202705168859137, 778211480583933953, 778233137872539648, 778259527510654976, 778266022822440961, 778268071576338432, 778310400328798208, 778329243910627328, 778344519888764929, 778348095314591744, 778352411450740736, 778356697421275136, 778377141297610752, 778386394200674304, 778386959337000960, 778387516214968320, 778411809615118336, 778091344677994496, 778555911484899328, 778561348489936896, 778562464409538560, 778600909068730369, 778604903958806529, 778605270247231488, 778622590902476800, 778678216374444032, 778681128412524544, 778687070977990656, 778728753161658370, 778732233544699904, 778733399980728320, 778747027068887041, 778751942470225921, 778754461741088769, 778768391511371776, 778771647608348672, 778781817612726272, 778787169976586241, 778864307715006464, 779054980342820864, 779075265607729152, 779081400687267840, 779084186665779200, 779102950627106816, 779105032826396672, 779105351648051200, 779107465371738113, 779111079179874304, 779114000768434176, 779161365885751296, 779164896130920448, 778810691348144129]]",topic 61
atl_17,"[[777411935025369090, 777508615930322944, 777515896835284996, 777518459135598592, 777538252802760708, 777539147187838976, 777546398598324224, 777555050126344193, 777569596962373632, 777570694238527488, 777581232553099264, 777581548522668033, 777590789903884288, 777608496514682880, 777608981443256320, 777636885657100288, 777637806348857345, 777651116058087425, 777651906793631744, 777655298005856262, 777673099927887872, 777685866059796480, 777775497531064320, 777836972048060416, 777864658535456768, 777871013115813888, 777903331469656066, 777927332023508992, 777948226691432448, 777982806257463297, 777986017315856384, 778006771940089856, 778009278363930624, 778013628268240896, 778013824016277504, 778016165960511492, 778038155392024576, 778044471724371968, 778058307143553025, 778072868580044800, 778152815374008320, 778194188475179013, 778202705168859137, 778211480583933953, 778233137872539648, 778259527510654976, 778266022822440961, 778268071576338432, 778310400328798208, 778329243910627328, 778344519888764929, 778348095314591744, 778352411450740736, 778356697421275136, 778377141297610752, 778386394200674304, 778386959337000960, 778387516214968320, 778411809615118336, 778091344677994496, 778555911484899328, 778561348489936896, 778562464409538560, 778600909068730369, 778604903958806529, 778605270247231488, 778622590902476800, 778678216374444032, 778681128412524544, 778687070977990656, 778728753161658370, 778732233544699904, 778733399980728320, 778747027068887041, 778751942470225921, 778754461741088769, 778768391511371776, 778771647608348672, 778781817612726272, 778787169976586241, 778864307715006464, 779054980342820864, 779075265607729152, 779081400687267840, 779084186665779200, 779102950627106816, 779105032826396672, 779105351648051200, 779107465371738113, 779111079179874304, 779114000768434176, 779161365885751296, 779164896130920448, 778810691348144129]]",topic 58
atl_18,"[[777591804136923136, 777604534264799232, 777692650300329984, 778032628800905216, 778057799666466816, 778336337631981569, 778081470476849152, 778736615812272128, 778744320849350656, 778771267784740864, 779019583772618757, 779085276811517952, 779136619018420224, 779145586343837696]]",topic 2
atl_18,"[[777591804136923136, 777604534264799232, 777692650300329984, 778032628800905216, 778057799666466816, 778336337631981569, 778081470476849152, 778736615812272128, 778744320849350656, 778771267784740864, 779019583772618757, 779085276811517952, 779136619018420224, 779145586343837696]]",topic 5
atl_20,"[[777574249934491648, 778335162408972289, 778347968768475136, 779073422768934913]]",topic 61
atl_20,"[[777574249934491648, 778335162408972289, 778347968768475136, 779073422768934913]]",topic 58
atlanta area_0,"[[777984603831144448, 778567985103380480, 778608495306301444, 778749982526451712]]",topic 29
atlanta area_0,"[[777984603831144448, 778567985103380480, 778608495306301444, 778749982526451712]]",topic 30
atlanta hartsfield southwest airline_0,"[[777869564117909504, 777871554847789056, 779097989365260288]]",topic 0
atlanta international airport_0,"[[778275129885396992, 778324742386233344]]",topic 0
atlantafalcon_0,"[[777550838634012672, 777610451437883392, 777644766167117824, 777653961411203072]]",topic 37
atlantafalcon_0,"[[777550838634012672, 777610451437883392, 777644766167117824, 777653961411203072]]",topic 36
atlantis_0,"[[777603193010135040, 777608805014237184, 778308835396190208, 778424627613749250]]",topic 28
atleat_0,"[[777932348771995648, 778711301614768128]]",topic 34
atleat_0,"[[777932348771995648, 778711301614768128]]",topic 33
attpark_0,"[[777585627176939520, 777603650164101120, 777615038454632454, 777628223773421568, 777630640590249988, 777631078643302400, 777631151192100867, 777636441115484160, 777664562837360640, 777668803371077632, 777760074844504064]]",topic 82
attpark_0,"[[777585627176939520, 777603650164101120, 777615038454632454, 777628223773421568, 777630640590249988, 777631078643302400, 777631151192100867, 777636441115484160, 777664562837360640, 777668803371077632, 777760074844504064]]",topic 81
atx_6,"[[777509340492206080, 777511434280312832, 777522457041338372, 777560307325513728, 777560905823289344, 777580751185412096, 777594009921269760, 777594837675544580, 777604221554130944, 777616542146007040, 777620442949545984, 777633541542678528, 777634261889327104, 777636244364759041, 777636843202355201, 777652777405251584, 777671438409015296, 777672631487115264, 777675872069308416, 777716176491278336, 777360064298491904, 777895632610664448, 777901743065759744, 777908093405450240, 777927127974969345, 777928499839590400, 777952353714569216, 777952496660742145, 778002939864576001, 778061017414791169, 778070380632240128, 778071162156879872, 778213043935281154, 778253930602098688, 778272763740098560, 778281635552890880, 778294028425170944, 778320295895629824, 778373840128712704, 778380007165034496, 778394600318701568, 778396489148141569, 778409300100276224, 778411273000222720, 778415090223550465, 778430089776291840, 778441510480064512, 778082604079722496, 778470212123275264, 778473633064910848, 778584704899350528, 778602175077294081, 778633150972981248, 778653717360959488, 778705491711012864, 778717388099379201, 778721084396883968, 778721985203310592, 778726506621054978, 778729434178170880, 778730592712089600, 778732366588104705, 778733575101227010, 778751974992773120, 778759614171013120, 778761771226128385, 778765651930255360, 778788742962225153, 778795815670251520, 778937779908595713, 778945478117449728, 778954069419393024, 778959513391079424, 778960770558222336, 779049845260713984, 779054364849733632, 779060697493827584, 779063479005224965, 779069922215399425, 779077380627247104, 779092628700733440, 779094209785651204, 779100445876842496, 779110472016592896, 779111386760646656, 779120265389346816, 779120902592081920, 779121822231060480, 779124061356093440, 779126121912643584]]",topic 2
atx_6,"[[777509340492206080, 777511434280312832, 777522457041338372, 777560307325513728, 777560905823289344, 777580751185412096, 777594009921269760, 777594837675544580, 777604221554130944, 777616542146007040, 777620442949545984, 777633541542678528, 777634261889327104, 777636244364759041, 777636843202355201, 777652777405251584, 777671438409015296, 777672631487115264, 777675872069308416, 777716176491278336, 777360064298491904, 777895632610664448, 777901743065759744, 777908093405450240, 777927127974969345, 777928499839590400, 777952353714569216, 777952496660742145, 778002939864576001, 778061017414791169, 778070380632240128, 778071162156879872, 778213043935281154, 778253930602098688, 778272763740098560, 778281635552890880, 778294028425170944, 778320295895629824, 778373840128712704, 778380007165034496, 778394600318701568, 778396489148141569, 778409300100276224, 778411273000222720, 778415090223550465, 778430089776291840, 778441510480064512, 778082604079722496, 778470212123275264, 778473633064910848, 778584704899350528, 778602175077294081, 778633150972981248, 778653717360959488, 778705491711012864, 778717388099379201, 778721084396883968, 778721985203310592, 778726506621054978, 778729434178170880, 778730592712089600, 778732366588104705, 778733575101227010, 778751974992773120, 778759614171013120, 778761771226128385, 778765651930255360, 778788742962225153, 778795815670251520, 778937779908595713, 778945478117449728, 778954069419393024, 778959513391079424, 778960770558222336, 779049845260713984, 779054364849733632, 779060697493827584, 779063479005224965, 779069922215399425, 779077380627247104, 779092628700733440, 779094209785651204, 779100445876842496, 779110472016592896, 779111386760646656, 779120265389346816, 779120902592081920, 779121822231060480, 779124061356093440, 779126121912643584]]",topic 3
atx_7,"[[778094220313763841, 778280900211646465, 778309319938813952, 778433166109442048, 778668859482050561, 778755819743563776, 779152678739931136]]",topic 33
atx_7,"[[778094220313763841, 778280900211646465, 778309319938813952, 778433166109442048, 778668859482050561, 778755819743563776, 779152678739931136]]",topic 34
atx_8,"[[778641909300408320, 779052538859515905, 779089476106719233]]",topic 81
atx_8,"[[778641909300408320, 779052538859515905, 779089476106719233]]",topic 82
atxeat_1,"[[777525102560874500, 778404383969116160, 779006535628386304]]",topic 52
atxeat_1,"[[777525102560874500, 778404383969116160, 779006535628386304]]",topic 51
auburnhill_0,"[[778924355807883265, 778929154263625728, 779066450501775360, 779074465380478977, 779101854911168512]]",topic 16
aus_0,"[[777848402931580928, 777921742148894720, 778547108706127872, 778650676998053889]]",topic 0
austin country club_0,"[[778650019238965254, 778657668596637696]]",topic 6
austin country club_0,"[[778650019238965254, 778657668596637696]]",topic 2
austintexas_2,"[[778031066959454208, 778053003924348928, 778750978376040448, 778793230313721856, 779100445876842496, 779166108662243328]]",topic 3
austintexas_2,"[[778031066959454208, 778053003924348928, 778750978376040448, 778793230313721856, 779100445876842496, 779166108662243328]]",topic 2
austintown_0,"[[777578436663455744, 777986679718158336, 778246480637243392, 778988794485891073, 779032362751451137, 779051023407120384]]",topic 28
austintx_2,"[[777511119057453056, 777511434280312832, 777607905491185664, 777662377344937984, 777672953987149824, 777674292830015488, 777899331877605376, 778115643635793920, 778460736515301376, 778484084481859584, 778604411501305856, 778664028662923264, 778683915737243649, 778749390978703360, 778826626771488769, 778951113571610624, 779030926332485632, 779049866660028416, 779100752023285764]]",topic 33
austintx_2,"[[777511119057453056, 777511434280312832, 777607905491185664, 777662377344937984, 777672953987149824, 777674292830015488, 777899331877605376, 778115643635793920, 778460736515301376, 778484084481859584, 778604411501305856, 778664028662923264, 778683915737243649, 778749390978703360, 778826626771488769, 778951113571610624, 779030926332485632, 779049866660028416, 779100752023285764]]",topic 34
avemaria_0,"[[778430579234582528, 778679949095899136, 778965386125422592]]",topic 28
aventura_0,"[[777626045671276544, 777645155537022976, 777961857856352256, 778030124365189120, 778261241026445312, 778296792660180996, 778333941375889408, 778620861603545088, 778996397412487172, 779035036607590400, 779041362939351040, 779051801681068032, 779055483256659970, 779072636357705728, 779101943431991296, 779114467384758272]]",topic 16
avila_0,"[[777776149875290112, 778704219897368576, 778746083983831040, 778760460107653120]]",topic 33
avila_0,"[[777776149875290112, 778704219897368576, 778746083983831040, 778760460107653120]]",topic 34
avl_1,"[[777532434552332289, 777551577276178432, 777564027711094784, 777965884874825728, 778019811209064448]]",topic 58
avl_1,"[[777532434552332289, 777551577276178432, 777564027711094784, 777965884874825728, 778019811209064448]]",topic 69
ayso_1,"[[778406693503840256, 778431729694547968]]",topic 36
ayso_1,"[[778406693503840256, 778431729694547968]]",topic 39
azcard_0,"[[777556402336178177, 777611430623219712]]",topic 36
azcard_0,"[[777556402336178177, 777611430623219712]]",topic 37
azcardinal_1,"[[777547160485294080, 777549993012031488, 777575271033663489, 777577248803008512, 777579368310771713, 777595696904015872, 777599348439937024, 777643489278517252, 777662704232329216]]",topic 37
azcardinal_1,"[[777547160485294080, 777549993012031488, 777575271033663489, 777577248803008512, 777579368310771713, 777595696904015872, 777599348439937024, 777643489278517252, 777662704232329216]]",topic 36
badboyreunion_0,"[[777988712038817792, 778070137962369024, 778355174591066112, 778386873744064516, 778400864444813312, 778428999429005312, 778552526190829568, 778643999796170752, 778651789839200256]]",topic 58
badboyreunion_0,"[[777988712038817792, 778070137962369024, 778355174591066112, 778386873744064516, 778400864444813312, 778428999429005312, 778552526190829568, 778643999796170752, 778651789839200256]]",topic 65
badboyreunion_2,"[[777577813784268800, 777706440433672193, 777365995719712769]]",topic 58
badboyreunion_2,"[[777577813784268800, 777706440433672193, 777365995719712769]]",topic 61
badboyreuniontour_0,"[[778355174591066112, 778369635817140224, 778399617952190464, 778402187475058688, 778456199763152897, 778460890723000321, 778595290827726849, 778634649148854272, 778651789839200256, 778672646993027073, 778685310150463489, 778447860257820672, 778449248547246080, 779058685314273281]]",topic 58
badboyreuniontour_0,"[[778355174591066112, 778369635817140224, 778399617952190464, 778402187475058688, 778456199763152897, 778460890723000321, 778595290827726849, 778634649148854272, 778651789839200256, 778672646993027073, 778685310150463489, 778447860257820672, 778449248547246080, 779058685314273281]]",topic 64
